model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 B-MAX,2017,Manual,25449,Petrol,124,59.1,1.0,10059
 Kuga,2019,Semi-Auto,5236,Hybrid,140,52.3,2.0,22332
 Mustang,2021,Semi-Auto,3430,Diesel,145,35.7,2.0,34713
 Kuga,2015,Manual,69591,Diesel,0,75.5,1.5,7934
 Mustang,2019,Semi-Auto,1879,Petrol,145,35.0,2.8,36976
 EcoSport,2019,Manual,4692,Petrol,144,55.1,1.0,15875
 Fiesta,2015,Manual,57996,Petrol,0,66.6,1.6,7265
 Focus,2019,Manual,4327,Petrol,145,48.9,1.0,16400
 EcoSport,2018,Automatic,3067,Petrol,145,51.6,1.0,11955
 B-MAX,2016,Automatic,11519,Petrol,145,56.5,1.0,9014
 EcoSport,2019,Manual,10832,Petrol,145,59.0,1.0,9285
 Puma,2019,Manual,2976,Petrol,145,42.7,1.0,19891
 Tourneo Connect,2016,Manual,11127,Diesel,145,58.4,1.5,12753
 Grand C-MAX,2016,Manual,30764,Diesel,31,55.4,1.5,6911
 Focus,2018,Manual,7998,Petrol,145,58.9,1.0,6971
 B-MAX,2009,Manual,50852,Petrol,254,45.0,1.4,2459
 S-MAX,2016,Manual,27100,Diesel,127,55.7,2.0,15638
 Fiesta,2016,Manual,30924,Petrol,0,58.2,1.0,6828
 Tourneo Custom,2018,Semi-Auto,657,Diesel,144,33.2,2.0,23456
 Mondeo,2019,Semi-Auto,11087,Hybrid,140,49.2,2.0,27818
 Focus,2018,Manual,954,Petrol,145,57.2,1.0,15863
 Edge,2018,Semi-Auto,8736,Diesel,146,33.5,2.0,31378
 Kuga,2019,Semi-Auto,862,Diesel,145,36.8,2.0,19518
 Puma,2020,Manual,444,Petrol,144,51.9,1.0,19585
 Focus,2019,Manual,4688,Petrol,145,58.6,1.0,9800
 Focus,2017,Manual,29647,Diesel,29,58.9,1.0,14642
 Fiesta,2016,Manual,23843,Petrol,21,64.4,1.0,8721
 Grand Tourneo Connect,2016,Manual,20185,Diesel,1,65.4,1.5,16950
 Edge,2018,Semi-Auto,29084,Diesel,146,46.6,2.0,25313
 Kuga,2016,Semi-Auto,24426,Electric,204,59.7,1.6,8147
 Focus,2016,Manual,27506,Diesel,21,75.3,1.5,7431
 Grand C-MAX,2017,Manual,24496,Diesel,152,57.8,1.5,11280
 Fiesta,2019,Manual,3610,Petrol,152,59.2,1.0,11429
 Fiesta,2019,Manual,29279,Petrol,145,54.8,1.0,9813
 Kuga,2017,Manual,17414,Diesel,144,54.4,1.5,15001
 Fiesta,2015,Semi-Auto,10863,Petrol,154,65.4,1.5,11470
 EcoSport,2018,Manual,12010,Petrol,145,58.4,1.0,13946
 C-MAX,2017,Manual,26861,Diesel,29,64.1,1.5,9818
 Fiesta,2018,Manual,23366,Petrol,145,64.7,1.0,10291
 S-MAX,2016,Semi-Auto,36897,Diesel,3,59.4,1.5,12652
 Mondeo,2015,Automatic,97904,Hybrid,193,65.1,2.0,14665
 Kuga,2018,Semi-Auto,31385,Diesel,145,53.9,2.0,15958
 KA,2017,Manual,12894,Petrol,153,55.9,1.2,9840
 Ka+,2019,Manual,1536,Petrol,145,56.4,1.2,20413
 Fiesta,2017,Manual,37085,Petrol,145,64.8,1.5,10384
 Mondeo,2016,Automatic,24324,Electric,2,68.5,2.0,10424
 Galaxy,2016,Automatic,34449,Diesel,127,55.4,2.0,16901
 EcoSport,2016,Automatic,27338,Petrol,145,61.3,1.0,12390
 Grand C-MAX,2014,Manual,37245,Petrol,23,53.4,1.2,3563
 Mondeo,2017,Manual,32025,Diesel,145,61.4,1.5,14000
 Tourneo Connect,2017,Automatic,53319,Diesel,32,60.5,1.5,15921
 Focus,2017,Manual,10452,Petrol,144,60.5,1.0,13189
 S-MAX,2019,Semi-Auto,39539,Diesel,146,38.1,2.0,16140
 Mondeo,2016,Automatic,17443,Other,2,67.0,2.0,13194
 Focus,2019,Manual,211,Petrol,145,45.4,1.0,15490
 Mondeo,2019,Manual,3325,Diesel,145,53.8,2.0,22178
 Focus,2019,Manual,2914,Petrol,144,59.9,1.0,16303
 Kuga,2019,Semi-Auto,1,Diesel,145,38.9,2.0,29350
 Kuga,2018,Semi-Auto,20544,Diesel,145,47.9,2.0,22628
 EcoSport,2014,Automatic,47201,Diesel,0,66.0,1.5,7378
 Fiesta,2018,Automatic,11469,Petrol,145,47.0,1.5,17412
 B-MAX,2013,Manual,80305,Diesel,241,59.2,1.6,7323
 Fusion,2009,Manual,48170,Petrol,267,33.6,1.6,1443
 Galaxy,2017,Semi-Auto,22741,Diesel,145,49.8,2.0,19170
 Kuga,2018,Semi-Auto,10934,Diesel,146,53.4,2.0,30656
 Tourneo Custom,2009,Manual,28430,Diesel,204,20.8,2.0,2997
Focus,2018,Manual,21977,Petrol,145,47.6,1.2,13450
 Puma,2019,Manual,1770,Petrol,144,43.6,1.0,23075
 Kuga,2018,Manual,12359,Diesel,144,55.7,1.5,12477
 Kuga,2019,Semi-Auto,26226,Petrol,145,48.7,2.0,30787
 Edge,2017,Semi-Auto,31205,Diesel,145,54.4,2.0,15631
 Fusion,2009,Manual,81338,Petrol,210,36.7,1.4,495
 Fiesta,2016,Manual,11677,Petrol,0,64.6,1.2,16232
 S-MAX,2019,Semi-Auto,34675,Diesel,146,58.4,2.0,22178
 Focus,2016,Manual,33527,Diesel,1,64.7,1.5,12173
 Kuga,2018,Manual,5830,Diesel,146,67.2,1.5,10190
 Fiesta,2017,Manual,46172,Petrol,0,66.5,1.0,8285
 S-MAX,2018,Automatic,27677,Diesel,145,54.3,2.0,16398
 Focus,2018,Manual,14496,Petrol,145,59.8,1.0,12547
 Fiesta,2018,Semi-Auto,1377,Petrol,145,42.4,1.6,10271
 B-MAX,2019,Manual,7440,Petrol,145,43.7,1.0,17538
 Kuga,2018,Manual,28984,Petrol,125,55.0,1.0,14585
 Mondeo,2018,Manual,41789,Diesel,145,64.7,2.0,15518
 C-MAX,2018,Manual,31280,Petrol,124,57.6,1.0,15421
 Galaxy,2016,Manual,33731,Diesel,126,54.8,2.0,15044
 Kuga,2017,Semi-Auto,12297,Diesel,145,53.8,2.0,18733
 C-MAX,2015,Manual,42876,Diesel,1,75.2,1.5,6373
 Escort,2008,Manual,78178,Petrol,264,31.8,1.7,2508
 EcoSport,2018,Manual,4049,Petrol,153,58.9,1.0,8944
 C-MAX,2017,Manual,25882,Petrol,145,58.5,1.0,10075
 Fiesta,2015,Manual,38670,Petrol,19,65.9,1.2,7217
 Kuga,2017,Automatic,13339,Petrol,145,59.3,1.0,10811
 Focus,2017,Manual,28867,Diesel,145,60.9,2.0,14094
 EcoSport,2019,Manual,3231,Petrol,146,47.5,1.0,16281
 Focus,2019,Automatic,23316,Petrol,150,52.7,1.0,6945
 EcoSport,2021,Automatic,15723,Petrol,151,42.3,1.0,11445
 B-MAX,2016,Manual,34373,Petrol,32,58.7,1.2,6830
 Focus,2019,Semi-Auto,3633,Petrol,145,38.2,2.0,18362
 Focus,2018,Manual,23309,Petrol,29,61.8,1.0,10305
 Focus,2018,Manual,14175,Petrol,19,74.9,1.5,12592
 B-MAX,2017,Manual,22064,Petrol,29,58.2,1.2,10259
 Kuga,2016,Manual,33726,Diesel,0,66.7,1.5,13410
 Kuga,2017,Semi-Auto,16642,Diesel,145,55.2,2.0,18571
 Ka+,2018,Manual,14770,Petrol,145,47.1,1.2,4749
 Fiesta,2013,Manual,15330,Petrol,152,49.5,1.2,5771
 Focus,2018,Automatic,94566,Petrol,145,21.2,2.0,12323
 Fiesta,2019,Manual,11725,Petrol,145,63.8,1.1,10343
 B-MAX,2014,Manual,23446,Petrol,146,59.4,1.2,6415
 Focus,2015,Automatic,34151,Petrol,22,57.9,1.0,7269
 B-MAX,2018,Manual,5380,Diesel,146,41.7,1.5,22078
 Mondeo,2009,Manual,98344,Diesel,32,64.9,2.0,16360
 Edge,2019,Semi-Auto,2656,Diesel,146,32.5,2.0,21887
 Kuga,2017,Manual,21620,Diesel,145,57.7,1.5,17753
 Focus,2018,Manual,13552,Diesel,145,59.7,1.5,18321
 Fiesta,2018,Manual,20639,Petrol,145,62.4,1.2,8191
 Fiesta,2018,Manual,16457,Petrol,146,54.3,1.2,9667
 Mondeo,2015,Automatic,52973,Other,1,67.3,2.0,13720
 Focus,2016,Semi-Auto,18218,Diesel,146,54.6,2.0,15122
 B-MAX,2006,Manual,105953,Petrol,251,41.7,1.6,2393
 C-MAX,2016,Automatic,16706,Petrol,145,39.2,1.5,12542
 Fiesta,2016,Manual,24604,Petrol,125,61.3,1.0,9239
 Galaxy,2018,Automatic,18632,Diesel,145,53.5,2.0,16887
 KA,2010,Manual,44873,Petrol,29,58.5,1.2,3944
 Focus,2018,Manual,3144,Petrol,145,57.4,1.0,17413
 Kuga,2016,Semi-Auto,27319,Diesel,201,48.0,2.0,17406
 C-MAX,2016,Manual,46112,Diesel,19,64.7,1.5,9405
 Edge,2017,Semi-Auto,26606,Diesel,145,55.2,2.0,14546
 Mondeo,2016,Automatic,41574,Electric,1,66.4,2.0,12302
 Kuga,2017,Automatic,13682,Diesel,126,53.3,2.0,15743
 Focus,2014,Manual,78269,Diesel,2,74.6,1.5,6516
 B-MAX,2009,Manual,6255,Petrol,153,49.6,1.5,5825
 Fiesta,2016,Manual,15484,Petrol,124,59.3,1.0,9180
 Fiesta,2018,Manual,14551,Petrol,145,47.9,1.1,17304
 Kuga,2015,Manual,23052,Diesel,30,83.7,1.5,7525
 Fiesta,2015,Manual,26616,Petrol,0,67.3,1.6,8536
 Mondeo,2016,Automatic,14470,Electric,1,66.9,2.0,13068
 Kuga,2019,Automatic,30,Hybrid,143,38.3,2.0,24222
 Focus,2017,Manual,26041,Petrol,22,57.9,1.0,12395
 Kuga,2017,Semi-Auto,15200,Diesel,145,36.3,2.0,21648
 Kuga,2013,Manual,25768,Petrol,145,53.6,1.4,13857
 Kuga,2017,Manual,21429,Petrol,150,54.7,1.6,13086
 Mondeo,2017,Automatic,27051,Diesel,2,64.7,2.0,11086
 Mondeo,2016,Semi-Auto,22741,Diesel,2,49.1,2.0,14958
 Focus,2018,Automatic,14239,Diesel,146,40.2,1.5,11728
 KA,2015,Manual,22221,Petrol,126,56.7,1.0,11449
 Mondeo,2017,Manual,29073,Diesel,145,57.8,2.0,13067
 Fiesta,2017,Automatic,36419,Petrol,145,54.4,1.5,14809
 KA,2009,Manual,68524,Petrol,31,54.1,1.2,1661
 Mondeo,2016,Manual,29289,Diesel,0,48.0,2.0,14754
 Focus,2015,Automatic,15161,Diesel,251,42.7,1.5,13390
 Focus,2018,Automatic,27777,Petrol,145,46.8,2.0,17350
 Mondeo,2016,Automatic,18794,Electric,1,67.0,2.0,15981
 Mondeo,2016,Manual,105994,Diesel,1,59.3,2.0,2485
 Focus,2019,Manual,11071,Petrol,156,37.6,1.4,16203
 EcoSport,2015,Manual,31351,Petrol,145,57.9,1.0,9712
 Fiesta,2013,Manual,37420,Petrol,152,47.8,1.6,6939
 Kuga,2014,Manual,15958,Diesel,203,47.9,1.5,12944
 Fiesta,2016,Manual,25177,Petrol,0,66.4,1.0,10661
 C-MAX,2018,Manual,11050,Petrol,145,53.7,1.2,10653
 Ka+,2014,Manual,17170,Petrol,146,47.7,1.4,6927
 C-MAX,2016,Manual,23694,Petrol,30,57.9,1.0,10302
 Fiesta,2016,Manual,23632,Petrol,21,66.4,1.0,9939
 C-MAX,2015,Manual,66302,Diesel,0,84.2,1.5,8023
 Focus,2018,Manual,14420,Petrol,144,59.7,1.0,16782
 Kuga,2016,Manual,17475,Diesel,145,73.7,1.5,12716
 B-MAX,2016,Manual,27240,Petrol,31,65.2,1.6,8229
 Kuga,2018,Automatic,17175,Petrol,253,38.3,2.0,16565
 Focus,2017,Manual,26346,Petrol,151,67.9,1.0,10981
 B-MAX,2015,Manual,11487,Petrol,153,65.5,1.5,11671
 Kuga,2017,Semi-Auto,28744,Diesel,146,53.8,2.0,18774
 Focus,2018,Manual,9034,Petrol,145,55.2,1.0,11517
 EcoSport,2019,Semi-Auto,1,Petrol,152,37.9,1.0,17462
 EcoSport,2020,Automatic,7842,Petrol,150,46.3,1.0,9095
 Mustang,2018,Semi-Auto,1900,Petrol,145,21.4,2.8,42510
 Fiesta,2013,Manual,43948,Petrol,0,59.3,1.2,11985
 Fiesta,2018,Manual,37257,Petrol,145,67.1,1.0,12436
 Mondeo,2015,Manual,42387,Diesel,22,65.6,2.0,13161
 Edge,2019,Semi-Auto,5501,Diesel,146,46.2,2.0,27023
 Tourneo Custom,2018,Automatic,21848,Diesel,145,20.8,2.0,38582
 Puma,2020,Semi-Auto,1756,Petrol,142,51.2,2.2,22869
 Fiesta,2010,Automatic,108674,Petrol,155,47.3,1.6,7220
 C-MAX,2017,Automatic,21769,Petrol,145,57.5,1.0,18346
 C-MAX,2017,Manual,26544,Diesel,31,58.7,1.5,11015
 B-MAX,2013,Semi-Auto,56976,Hybrid,156,45.6,1.5,2574
 Ka+,2018,Manual,1207,Petrol,145,54.2,1.2,10320
 Grand C-MAX,2016,Automatic,39256,Diesel,30,57.4,1.5,6582
 Mondeo,2014,Manual,29913,Hybrid,23,66.2,2.0,16846
 Fiesta,2018,Automatic,9503,Petrol,145,36.1,1.5,16414
 Focus,2017,Semi-Auto,14452,Diesel,1,74.6,1.5,12734
 Escort,2003,Manual,35001,Petrol,157,39.8,1.5,1590
 Fiesta,2010,Automatic,13037,Petrol,248,34.3,1.4,5227
 Kuga,2016,Manual,24782,Diesel,145,55.1,2.0,15814
 Fiesta,2015,Manual,71979,Petrol,262,66.0,1.6,7463
 Mondeo,2016,Automatic,48280,Electric,1,68.3,2.0,15568
 KA,2013,Manual,15676,Petrol,32,46.5,1.2,2724
 Fiesta,2018,Semi-Auto,13085,Petrol,145,65.4,1.0,13376
 Mondeo,2019,Automatic,35143,Hybrid,145,63.7,2.0,19600
 EcoSport,2017,Automatic,14459,Petrol,153,54.9,1.5,14059
 S-MAX,2019,Manual,12056,Petrol,145,55.7,1.0,15283
 S-MAX,2016,Semi-Auto,26211,Diesel,208,56.4,2.0,12808
 Fiesta,2018,Manual,22258,Petrol,31,47.4,1.6,6532
 Tourneo Custom,2006,Manual,11340,Diesel,230,41.0,1.5,14505
 KA,2009,Manual,120084,Petrol,31,56.2,1.2,1374
 Fiesta,2017,Manual,31421,Petrol,146,54.5,1.2,8295
 Focus,2019,Manual,6596,Petrol,146,56.1,1.0,17404
 Mondeo,2015,Manual,94700,Diesel,2,67.0,2.0,16580
 EcoSport,2019,Semi-Auto,5036,Petrol,145,51.4,1.0,11099
 Kuga,2018,Manual,29533,Diesel,124,55.2,2.0,17821
 Kuga,2010,Automatic,10333,Petrol,244,37.6,2.0,4809
 Focus,2019,Manual,3215,Petrol,145,57.9,1.0,15887
 Focus,2017,Manual,33296,Petrol,18,61.2,1.0,8568
 EcoSport,2018,Manual,8509,Petrol,145,54.1,1.0,12379
 Focus,2018,Manual,4368,Diesel,145,59.1,1.5,16667
 C-MAX,2016,Semi-Auto,24782,Diesel,146,53.4,2.0,18320
 Kuga,2014,Semi-Auto,101869,Diesel,148,50.0,1.5,24487
 KA,2015,Manual,33805,Petrol,124,53.7,1.2,9058
 Focus,2019,Semi-Auto,4382,Petrol,146,64.3,1.0,12126
 Kuga,2019,Automatic,619,Petrol,144,39.7,1.0,18414
 Kuga,2017,Manual,11004,Diesel,0,65.5,1.5,7981
 Mondeo,2016,Automatic,91975,Diesel,124,57.7,2.0,10268
 Grand Tourneo Connect,2014,Manual,77287,Diesel,209,43.2,1.5,1922
 Grand C-MAX,2017,Automatic,66078,Diesel,29,63.4,1.5,9794
 Fiesta,2015,Manual,35464,Diesel,0,66.6,1.6,8993
 Mondeo,2019,Automatic,20689,Hybrid,143,53.2,2.0,17543
 Kuga,2014,Manual,51752,Diesel,0,91.2,1.5,13358
 Fiesta,2015,Automatic,39782,Petrol,1,65.9,1.6,7566
 Galaxy,2017,Automatic,36998,Diesel,145,56.2,2.0,13975
 Mondeo,2016,Manual,30912,Diesel,126,60.0,2.0,13631
 C-MAX,2018,Manual,10008,Diesel,146,63.8,1.5,9615
 Mondeo,2018,Automatic,28301,Hybrid,0,54.6,2.0,18828
 Galaxy,2016,Automatic,11588,Diesel,125,54.4,1.5,16000
 Focus,2018,Manual,3828,Petrol,145,51.8,1.0,10323
 C-MAX,2018,Manual,18605,Petrol,145,58.3,1.0,16949
 EcoSport,2018,Manual,5779,Petrol,145,60.3,1.0,14765
 Edge,2017,Semi-Auto,21639,Diesel,203,48.0,2.0,24584
 Puma,2019,Automatic,18517,Petrol,154,38.9,1.5,14862
 Fiesta,2019,Manual,28755,Petrol,145,46.3,1.6,13997
 Fiesta,2016,Manual,10847,Petrol,125,66.7,1.0,9789
 Mondeo,2016,Automatic,15287,Electric,0,67.2,2.0,11589
 Puma,2019,Manual,1,Petrol,145,51.4,2.3,17755
 Focus,2015,Manual,70909,Diesel,0,74.9,1.5,7470
 S-MAX,2015,Manual,23364,Diesel,0,65.1,1.5,12939
 Fiesta,2015,Manual,32161,Petrol,125,64.4,1.0,12150
 Focus,2016,Manual,17203,Petrol,30,57.3,1.0,9894
 B-MAX,2014,Manual,60316,Petrol,261,45.9,1.6,7236
 Fiesta,2017,Manual,17106,Petrol,0,66.6,1.0,8407
 Fiesta,2017,Manual,36984,Petrol,31,56.0,1.0,9124
 Focus,2014,Manual,37145,Diesel,31,58.6,1.5,6643
 EcoSport,2018,Manual,1848,Petrol,150,51.8,1.0,9759
 Focus,2016,Manual,16123,Petrol,124,61.2,1.0,9466
 Fiesta,2016,Manual,20856,Petrol,0,67.2,1.0,8635
 Ka+,2018,Manual,261,Petrol,146,58.2,1.2,17800
 B-MAX,2014,Automatic,51565,Petrol,25,46.5,2.0,5411
 Tourneo Connect,2014,Automatic,54565,Diesel,31,59.7,1.5,12088
 Kuga,2018,Manual,12435,Petrol,145,48.3,1.0,18638
 Focus,2017,Manual,19194,Petrol,124,61.6,1.0,10466
 C-MAX,2014,Manual,16197,Diesel,21,74.5,1.5,10656
 Kuga,2017,Automatic,7098,Diesel,153,54.3,1.5,12312
 Mondeo,2013,Manual,33351,Diesel,258,55.0,2.0,495
 Focus,2016,Manual,33113,Diesel,125,59.7,2.0,15182
 C-MAX,2016,Manual,32136,Diesel,30,75.9,1.5,9801
 Focus,2015,Manual,24400,Petrol,155,54.5,1.0,7370
 Mondeo,2019,Automatic,2415,Hybrid,144,41.4,2.0,22401
 Mondeo,2019,Automatic,966,Hybrid,144,50.4,2.0,22519
 Kuga,2018,Manual,26348,Diesel,145,54.2,1.5,20417
 C-MAX,2016,Manual,30310,Diesel,30,57.7,1.5,10062
 Mondeo,2019,Automatic,852,Hybrid,141,43.6,2.0,29268
 C-MAX,2016,Manual,25446,Diesel,1,73.6,1.5,10671
 EcoSport,2019,Manual,29287,Petrol,145,60.1,1.0,9698
 Fiesta,2018,Automatic,29762,Petrol,253,47.4,1.5,10539
 Kuga,2017,Semi-Auto,33906,Diesel,145,54.0,2.0,17010
 Kuga,2021,Manual,3141,Petrol,145,56.4,1.5,10809
 Fiesta,2018,Manual,1798,Petrol,155,47.5,1.1,7478
 Focus,2019,Manual,2966,Petrol,145,43.1,1.5,17160
 Fiesta,2018,Semi-Auto,9871,Diesel,145,35.1,1.5,15523
 Focus,2019,Manual,10221,Petrol,145,49.5,1.0,10478
 S-MAX,2018,Automatic,26583,Diesel,20,57.9,2.0,11095
 Focus,2017,Manual,37090,Diesel,2,75.5,1.5,10536
 KA,2018,Manual,13378,Petrol,29,58.6,1.2,10342
 Focus,2014,Automatic,32467,Petrol,156,44.9,1.0,11628
 Mustang,2022,Semi-Auto,1680,Petrol,145,34.4,2.8,30837
 Mondeo,2016,Automatic,27450,Hybrid,0,67.0,2.0,16790
 Kuga,2017,Semi-Auto,19680,Electric,146,52.9,2.0,15589
 Kuga,2015,Manual,53614,Diesel,0,77.1,2.0,14486
 KA,2013,Manual,36087,Petrol,29,57.0,1.2,2122
 Focus,2016,Manual,32697,Petrol,126,56.0,1.0,7005
 Kuga,2010,Manual,12929,Petrol,153,42.4,1.0,3240
 Fiesta,2017,Manual,14484,Petrol,145,65.6,1.0,10089
 Focus,2019,Automatic,12302,Diesel,145,46.7,1.5,18907
 Galaxy,2017,Semi-Auto,29950,Diesel,126,59.3,2.0,12740
 Ka+,2017,Manual,10124,Petrol,30,55.2,1.2,7577
 Focus,2020,Automatic,15573,Petrol,145,42.3,1.5,15104
 Ka+,2018,Manual,2917,Petrol,145,48.1,1.2,6782
 Kuga,2016,Semi-Auto,27491,Diesel,145,54.0,1.5,15408
 B-MAX,2017,Manual,14674,Petrol,145,57.6,1.0,11181
 Focus,2017,Semi-Auto,23530,Diesel,145,47.5,2.0,17197
 Kuga,2019,Automatic,1026,Hybrid,138,46.5,2.0,24280
 Escort,2005,Automatic,44004,Petrol,240,35.8,1.5,2971
 Mondeo,2016,Automatic,24140,Hybrid,124,57.3,2.0,12490
 Mondeo,2019,Automatic,991,Hybrid,144,59.7,2.0,25641
 Focus,2019,Manual,1861,Petrol,144,56.3,1.0,23642
 Kuga,2019,Automatic,25269,Diesel,150,53.9,1.5,15109
 Kuga,2016,Manual,27643,Diesel,125,60.0,2.0,13854
 Focus,2018,Manual,9207,Diesel,145,68.9,1.5,12616
 C-MAX,2016,Manual,27792,Petrol,125,59.7,1.0,10083
 C-MAX,2015,Automatic,56271,Diesel,24,74.2,1.6,6043
 Focus,2016,Automatic,24225,Petrol,125,60.2,1.0,9534
 Fiesta,2018,Manual,30025,Petrol,145,47.3,1.0,16137
 Focus,2019,Automatic,2958,Diesel,145,55.8,1.5,16626
 Fiesta,2018,Manual,25938,Petrol,145,54.1,1.1,12114
 Focus,2016,Semi-Auto,18468,Petrol,126,59.1,1.6,8982
 B-MAX,2015,Manual,30868,Petrol,145,65.0,1.2,7978
 Kuga,2014,Semi-Auto,58962,Diesel,146,49.0,2.0,7675
 Fiesta,2018,Manual,197,Petrol,145,54.9,1.0,11986
 Kuga,2017,Automatic,24708,Petrol,145,57.2,1.0,14360
 Fusion,2008,Automatic,35321,Petrol,34,36.8,1.4,916
 Fiesta,2018,Manual,2578,Petrol,145,65.0,2.0,17580
 Focus,2019,Semi-Auto,6300,Petrol,145,53.1,1.0,13504
 Fiesta,2018,Manual,29118,Petrol,145,48.1,1.1,7801
 Fiesta,2017,Manual,13797,Petrol,145,65.9,1.0,9243
 Ka+,2018,Manual,11055,Petrol,146,47.5,1.2,7410
 Mondeo,2015,Automatic,19784,Other,1,66.9,2.0,18457
 Focus,2019,Automatic,7698,Petrol,152,42.0,1.5,17105
 Kuga,2014,Manual,48011,Diesel,1,79.9,1.5,13243
 Focus,2016,Semi-Auto,25683,Petrol,145,57.7,1.5,12285
 Kuga,2019,Manual,4841,Diesel,145,74.1,1.5,13372
 Galaxy,2017,Automatic,4046,Diesel,145,53.6,2.0,23177
 B-MAX,2018,Manual,8546,Petrol,145,63.9,1.1,11933
 Focus,2017,Manual,20912,Petrol,145,51.3,1.0,12217
 Focus,2016,Manual,66080,Diesel,0,80.3,1.5,9767
 Edge,2018,Semi-Auto,35818,Diesel,146,41.6,2.0,33267
 Mondeo,2016,Manual,57573,Diesel,26,65.5,2.0,6063
 Kuga,2018,Manual,14857,Diesel,145,54.9,2.0,21947
 Fiesta,2019,Manual,3483,Petrol,145,44.3,1.0,16525
 Tourneo Custom,2018,Manual,11621,Diesel,145,59.3,1.5,17037
 C-MAX,2015,Semi-Auto,31196,Diesel,146,44.0,1.6,8448
 Kuga,2016,Semi-Auto,30770,Diesel,128,55.9,2.0,10912
 Mustang,2021,Semi-Auto,6440,Petrol,145,40.3,2.8,17291
 Puma,2020,Manual,2002,Petrol,145,49.2,2.1,24037
 Fiesta,2018,Manual,23018,Petrol,32,63.7,1.0,10047
 Mondeo,2018,Automatic,5164,Electric,155,67.6,2.0,13058
 Mondeo,2018,Automatic,8112,Hybrid,144,43.9,2.0,22052
 Fiesta,2017,Manual,11478,Petrol,1,59.9,1.1,7380
 S-MAX,2017,Manual,24517,Petrol,125,56.6,2.0,15542
 Fiesta,2014,Manual,147657,Petrol,212,48.0,1.6,6792
 Kuga,2017,Manual,81456,Diesel,146,55.4,1.5,15338
 Focus,2019,Automatic,3935,Petrol,148,43.8,1.5,9882
 B-MAX,2015,Manual,54218,Diesel,4,48.5,1.6,10240
 Fiesta,2015,Manual,27933,Petrol,20,66.5,1.0,6859
 Focus,2016,Manual,29378,Petrol,23,59.8,1.6,6479
 Fiesta,2017,Automatic,8743,Petrol,151,36.0,1.5,14265
 C-MAX,2018,Automatic,18304,Petrol,31,58.3,1.0,14629
 C-MAX,2017,Manual,30547,Petrol,21,64.9,1.5,6882
 Grand Tourneo Connect,2018,Automatic,7533,Diesel,145,57.0,1.5,24154
 S-MAX,2016,Automatic,54828,Hybrid,123,56.4,2.0,16321
 Mondeo,2015,Automatic,42716,Other,1,66.7,2.0,13502
 Focus,2018,Manual,4917,Petrol,145,53.0,1.0,14036
 Fiesta,2017,Manual,20859,Petrol,146,40.3,1.2,11720
 Mondeo,2016,Manual,73435,Diesel,0,65.0,2.0,16288
 Fiesta,2017,Automatic,14682,Petrol,145,59.7,1.0,11917
 EcoSport,2018,Manual,11734,Petrol,145,56.6,1.0,10839
 Tourneo Custom,2019,Automatic,5035,Diesel,146,22.3,2.0,35830
 EcoSport,2014,Semi-Auto,28569,Petrol,154,51.5,2.0,8946
 Focus,2018,Automatic,1419,Petrol,236,36.0,1.5,14890
 Fiesta,2016,Automatic,22418,Petrol,153,41.5,2.0,13524
 EcoSport,2019,Manual,1781,Petrol,154,50.9,1.0,16422
 Kuga,2016,Manual,26458,Diesel,144,54.4,2.0,18168
 EcoSport,2019,Manual,13620,Petrol,145,54.4,1.5,21109
 Fiesta,2016,Manual,37307,Petrol,145,55.9,1.2,6268
 Focus,2019,Manual,3082,Petrol,149,52.7,1.0,15395
 Fiesta,2016,Manual,34533,Petrol,29,65.6,1.0,12344
 Fiesta,2020,Semi-Auto,1642,Petrol,145,41.7,2.4,15141
 Edge,2018,Automatic,7222,Diesel,146,24.4,2.0,30249
 Focus,2016,Manual,32490,Petrol,0,62.6,1.0,12151
 Focus,2014,Manual,40560,Diesel,1,59.6,2.0,5641
 Focus,2018,Manual,8472,Petrol,145,58.5,1.0,14648
 Focus,2019,Automatic,6443,Petrol,146,56.4,1.0,17512
 Galaxy,2018,Manual,3027,Petrol,145,58.0,2.0,14708
 Ka+,2017,Manual,5270,Petrol,145,60.6,1.2,7523
 Kuga,2018,Semi-Auto,26231,Diesel,145,54.8,2.0,18755
 Edge,2007,Semi-Auto,119929,Diesel,260,47.4,2.0,2551
 Fiesta,2014,Manual,115046,Petrol,207,39.6,2.0,2400
 Puma,2019,Manual,2064,Petrol,144,43.2,1.0,17152
 Edge,2018,Semi-Auto,33920,Diesel,145,26.2,2.0,15404
 Fiesta,2018,Manual,14930,Petrol,145,65.0,1.6,10269
 Mondeo,2018,Manual,13299,Diesel,144,54.1,2.0,15184
 S-MAX,2017,Semi-Auto,10423,Diesel,145,54.7,2.0,14889
 B-MAX,2014,Manual,70528,Petrol,26,45.0,1.6,7097
 Focus,2017,Automatic,8783,Petrol,145,51.6,1.0,9386
 Kuga,2019,Automatic,1,Petrol,145,36.3,1.5,19635
 EcoSport,2017,Manual,23159,Petrol,126,50.6,1.0,19105
 Ka+,2018,Manual,9673,Petrol,145,57.6,1.2,8879
 Galaxy,2016,Automatic,41316,Diesel,125,57.5,2.0,16580
 Galaxy,2017,Automatic,22705,Diesel,145,58.0,2.0,18119
 Kuga,2018,Semi-Auto,25112,Diesel,152,54.2,2.0,11098
 Mondeo,2017,Manual,24808,Petrol,145,56.1,2.0,15361
